ID;Perioden;BenzineEuro95_1;Diesel_2;Lpg_3
3791;20160519;1.499;1.142;0.558
3792;20160520;1.503;1.145;0.562
3793;20160521;1.503;1.144;0.554
3794;20160522;1.504;1.144;0.546
3795;20160523;1.505;1.146;0.559
3796;20160524;1.505;1.152;0.555
3797;20160525;1.51;1.157;0.558
3798;20160526;1.518;1.164;0.56
3799;20160527;1.527;1.171;0.567
3800;20160528;1.527;1.172;0.561
3801;20160529;1.528;1.173;0.558
3802;20160530;1.531;1.176;0.566
3803;20160531;1.53;1.177;0.563
3804;20160601;1.528;1.176;0.558
3805;20160602;1.526;1.174;0.567
3806;20160603;1.528;1.175;0.569
3807;20160604;1.525;1.17;0.563
3808;20160605;1.528;1.171;0.559
3809;20160606;1.529;1.173;0.562
3810;20160607;1.528;1.171;0.568
3811;20160608;1.522;1.168;0.569
3812;20160609;1.517;1.172;0.564
3813;20160610;1.519;1.175;0.568
3814;20160611;1.517;1.174;0.562
3815;20160612;1.518;1.174;0.563
3816;20160613;1.519;1.176;0.572
3817;20160614;1.519;1.176;0.564
3818;20160615;1.518;1.174;0.566
3819;20160616;1.516;1.171;0.565
3820;20160617;1.517;1.169;0.564
3821;20160618;1.513;1.164;0.558
3822;20160619;1.515;1.165;0.553
3823;20160620;1.517;1.167;0.566
3824;20160621;1.516;1.169;0.569
3825;20160622;1.517;1.168;0.563
3826;20160623;1.517;1.168;0.565
3827;20160624;1.518;1.17;0.563
3828;20160625;1.517;1.166;0.567
3829;20160626;1.519;1.166;0.558
3830;20160627;1.521;1.169;0.568
3831;20160628;1.519;1.168;0.567
3832;20160629;1.516;1.165;0.563
3833;20160630;1.515;1.165;0.563
3834;20160701;1.517;1.168;0.571
3835;20160702;1.51;1.161;0.561
3836;20160703;1.513;1.162;0.566
3837;20160704;1.513;1.164;0.561
3838;20160705;1.51;1.161;0.564
3839;20160706;1.502;1.154;0.559
3840;20160707;1.495;1.15;0.554
3841;20160708;1.492;1.15;0.564
3842;20160709;1.482;1.143;0.557
3843;20160710;1.483;1.143;0.555
3844;20160711;1.483;1.146;0.555
3845;20160712;1.477;1.14;0.554
3846;20160713;1.471;1.138;0.555
3847;20160714;1.469;1.136;0.552
3848;20160715;1.468;1.136;0.547
3849;20160716;1.464;1.131;0.544
3850;20160717;1.466;1.132;0.547
3851;20160718;1.468;1.133;0.551
3852;20160719;1.467;1.13;0.546
3853;20160720;1.466;1.127;0.548
3854;20160721;1.465;1.126;0.549
3855;20160722;1.467;1.13;0.543
3856;20160723;1.462;1.126;0.544
3857;20160724;1.466;1.126;0.539
3858;20160725;1.464;1.128;0.54
3859;20160726;1.462;1.123;0.546
3860;20160727;1.459;1.12;0.548
3861;20160728;1.456;1.114;0.545
3862;20160729;1.454;1.111;0.548
3863;20160730;1.45;1.101;0.541
3864;20160731;1.452;1.102;0.534
3865;20160801;1.451;1.102;0.541
3866;20160802;1.445;1.1;0.543
3867;20160803;1.445;1.093;0.546
3868;20160804;1.443;1.09;0.548
3869;20160805;1.445;1.089;0.548
3870;20160806;1.445;1.088;0.531
3871;20160807;1.448;1.089;0.541
3872;20160808;1.45;1.092;0.542
3873;20160809;1.454;1.098;0.538
3874;20160810;1.453;1.104;0.547
3875;20160811;1.455;1.107;0.538
3876;20160812;1.457;1.109;0.55
3877;20160813;1.456;1.108;0.542
3878;20160814;1.457;1.11;0.537
3879;20160815;1.459;1.113;0.543
3880;20160816;1.463;1.12;0.538
3881;20160817;1.465;1.125;0.534
3882;20160818;1.464;1.129;0.543
3883;20160819;1.472;1.135;0.55
3884;20160820;1.481;1.142;0.531
3885;20160821;1.482;1.143;0.534
3886;20160822;1.483;1.146;0.535
3887;20160823;1.484;1.147;0.535
3888;20160824;1.484;1.147;0.529
3889;20160825;1.483;1.147;0.535
3890;20160826;1.485;1.148;0.536
3891;20160827;1.484;1.146;0.535
3892;20160828;1.485;1.147;0.547
3893;20160829;1.486;1.149;0.539
3894;20160830;1.487;1.15;0.538
3895;20160831;1.492;1.154;0.547
3896;20160901;1.491;1.155;0.546
3897;20160902;1.494;1.157;0.548
3898;20160903;1.487;1.149;0.545
3899;20160904;1.489;1.151;0.547
3900;20160905;1.49;1.153;0.545
3901;20160906;1.486;1.153;0.552
3902;20160907;1.489;1.153;0.551
3903;20160908;1.488;1.154;0.564
3904;20160909;1.498;1.156;0.557
3905;20160910;1.498;1.154;0.56
3906;20160911;1.5;1.155;0.552
3907;20160912;1.502;1.158;0.555
3908;20160913;1.502;1.156;0.554
3909;20160914;1.501;1.154;0.558
3910;20160915;1.499;1.153;0.557
3911;20160916;1.496;1.15;0.556
3912;20160917;1.492;1.145;0.558
3913;20160918;1.495;1.147;0.547
3914;20160919;1.496;1.149;0.556
3915;20160920;1.494;1.148;0.558
3916;20160921;1.492;1.145;0.555
3917;20160922;1.49;1.145;0.555
3918;20160923;1.493;1.147;0.561
3919;20160924;1.486;1.145;0.556
3920;20160925;1.49;1.147;0.557
3921;20160926;1.489;1.149;0.558
3922;20160927;1.476;1.135;0.565
3923;20160928;1.477;1.138;0.566
3924;20160929;1.475;1.136;0.567
3925;20160930;1.482;1.144;0.571
3926;20161001;1.484;1.151;0.573
3927;20161002;1.486;1.153;0.569
3928;20161003;1.489;1.156;0.571
3929;20161004;1.494;1.165;0.576
3930;20161005;1.501;1.171;0.573
3931;20161006;1.509;1.18;0.581
3932;20161007;1.513;1.185;0.573
3933;20161008;1.512;1.183;0.573
3934;20161009;1.514;1.184;0.57
3935;20161010;1.515;1.187;0.58
3936;20161011;1.522;1.194;0.58
3937;20161012;1.523;1.195;0.581
3938;20161013;1.522;1.195;0.58
3939;20161014;1.524;1.196;0.587
3940;20161015;1.52;1.192;0.573
3941;20161016;1.523;1.192;0.568
3942;20161017;1.524;1.196;0.577
3943;20161018;1.524;1.2;0.581
3944;20161019;1.524;1.203;0.59
3945;20161020;1.523;1.205;0.584
3946;20161021;1.525;1.206;0.586
3947;20161022;1.521;1.203;0.586
3948;20161023;1.523;1.204;0.578
3949;20161024;1.524;1.206;0.585
3950;20161025;1.525;1.211;0.59
3951;20161026;1.528;1.214;0.586
3952;20161027;1.529;1.214;0.588
3953;20161028;1.533;1.216;0.591
3954;20161029;1.526;1.212;0.584
3955;20161030;1.528;1.213;0.582
3956;20161031;1.529;1.214;0.589
3957;20161101;1.525;1.211;0.59
3958;20161102;1.522;1.206;0.589
3959;20161103;1.514;1.198;0.591
3960;20161104;1.513;1.192;0.594
3961;20161105;1.504;1.184;0.59
3962;20161106;1.507;1.185;0.59
3963;20161107;1.508;1.188;0.584
3964;20161108;1.505;1.183;0.597
3965;20161109;1.502;1.177;0.593
3966;20161110;1.495;1.176;0.598
3967;20161111;1.495;1.177;0.597
3968;20161112;1.491;1.172;0.592
3969;20161113;1.491;1.173;0.585
3970;20161114;1.494;1.176;0.591
3971;20161115;1.488;1.172;0.592
3972;20161116;1.485;1.168;0.598
3973;20161117;1.482;1.166;0.597
3974;20161118;1.489;1.172;0.601
3975;20161119;1.489;1.173;0.599
3976;20161120;1.492;1.174;0.6
3977;20161121;1.493;1.177;0.601
3978;20161122;1.495;1.186;0.605
3979;20161123;1.499;1.191;0.596
3980;20161124;1.499;1.197;0.605
3981;20161125;1.506;1.201;0.606
3982;20161126;1.508;1.2;0.601
3983;20161127;1.511;1.203;0.603
3984;20161128;1.513;1.205;0.605
3985;20161129;1.512;1.205;0.599
3986;20161130;1.511;1.2;0.602
3987;20161201;1.511;1.199;0.609
3988;20161202;1.524;1.211;0.61
3989;20161203;1.529;1.214;0.611
3990;20161204;1.531;1.215;0.608
3991;20161205;1.533;1.219;0.616
3992;20161206;1.54;1.226;0.626
3993;20161207;1.54;1.226;0.624
3994;20161208;1.54;1.225;0.626
3995;20161209;1.542;1.227;0.631
3996;20161210;1.539;1.225;0.625
3997;20161211;1.542;1.226;0.625
3998;20161212;1.543;1.229;0.623
3999;20161213;1.551;1.235;0.626
4000;20161214;1.554;1.242;0.626
4001;20161215;1.552;1.244;0.634
4002;20161216;1.554;1.245;0.633
4003;20161217;1.552;1.242;0.627
4004;20161218;1.555;1.244;0.628
4005;20161219;1.557;1.247;0.626
4006;20161220;1.555;1.247;0.634
4007;20161221;1.559;1.251;0.633
4008;20161222;1.56;1.253;0.636
4009;20161223;1.564;1.255;0.638
4010;20161224;1.559;1.249;0.643
4011;20161225;1.56;1.251;0.627
4012;20161226;1.562;1.252;0.632
4013;20161227;1.561;1.252;0.635
4014;20161228;1.557;1.249;0.645
4015;20161229;1.558;1.253;0.642
4016;20161230;1.563;1.257;0.642
4017;20161231;1.564;1.256;0.643
4018;20170101;1.563;1.256;0.635
4019;20170102;1.564;1.258;0.639
4020;20170103;1.565;1.26;0.634
4021;20170104;1.568;1.263;0.649
4022;20170105;1.569;1.263;0.641
4023;20170106;1.572;1.264;0.648
4024;20170107;1.57;1.257;0.642
4025;20170108;1.571;1.259;0.64
4026;20170109;1.573;1.26;0.648
4027;20170110;1.572;1.257;0.646
4028;20170111;1.568;1.249;0.645
4029;20170112;1.563;1.245;0.644
4030;20170113;1.564;1.245;0.654
4031;20170114;1.561;1.242;0.658
4032;20170115;1.564;1.243;0.645
4033;20170116;1.565;1.246;0.652
4034;20170117;1.567;1.246;0.654
4035;20170118;1.57;1.245;0.658
4036;20170119;1.57;1.24;0.662
4037;20170120;1.571;1.241;0.664
4038;20170121;1.567;1.237;0.66
4039;20170122;1.569;1.238;0.665
4040;20170123;1.571;1.24;0.66
4041;20170124;1.569;1.237;0.666
4042;20170125;1.569;1.235;0.659
4043;20170126;1.568;1.235;0.661
4044;20170127;1.57;1.237;0.664
4045;20170128;1.568;1.231;0.665
4046;20170129;1.571;1.232;0.655
4047;20170130;1.571;1.234;0.666
4048;20170131;1.563;1.225;0.668
4049;20170201;1.564;1.229;0.661
4050;20170202;1.568;1.232;0.665
4051;20170203;1.578;1.241;0.665
4052;20170204;1.577;1.241;0.671
4053;20170205;1.58;1.242;0.661
4054;20170206;1.581;1.245;0.666
4055;20170207;1.582;1.245;0.664
4056;20170208;1.578;1.242;0.674
4057;20170209;1.578;1.242;0.669
4058;20170210;1.58;1.243;0.665
4059;20170211;1.581;1.244;0.681
4060;20170212;1.582;1.245;0.674
4061;20170213;1.585;1.249;0.68
4062;20170214;1.589;1.251;0.674
4063;20170215;1.588;1.251;0.678
4064;20170216;1.587;1.251;0.675
4065;20170217;1.59;1.253;0.682
4066;20170218;1.587;1.25;0.68
4067;20170219;1.59;1.25;0.675
4068;20170220;1.59;1.253;0.686
4069;20170221;1.591;1.255;0.677
4070;20170222;1.589;1.253;0.68
4071;20170223;1.588;1.253;0.682
4072;20170224;1.59;1.254;0.687
4073;20170225;1.587;1.248;0.689
4074;20170226;1.588;1.249;0.683
4075;20170227;1.59;1.251;0.679
4076;20170228;1.589;1.25;0.68
4077;20170301;1.588;1.245;0.678
4078;20170302;1.584;1.246;0.682
4079;20170303;1.582;1.245;0.688
4080;20170304;1.575;1.242;0.684
4081;20170305;1.576;1.243;0.686
4082;20170306;1.577;1.245;0.689
4083;20170307;1.572;1.245;0.684
4084;20170308;1.569;1.243;0.692
4085;20170309;1.568;1.243;0.681
4086;20170310;1.565;1.239;0.685
4087;20170311;1.56;1.233;0.686
4088;20170312;1.561;1.234;0.683
4089;20170313;1.561;1.237;0.685
4090;20170314;1.557;1.232;0.689
4091;20170315;1.552;1.226;0.686
4092;20170316;1.546;1.226;0.673
4093;20170317;1.544;1.226;0.675
4094;20170318;1.535;1.219;0.679
4095;20170319;1.537;1.218;0.672
4096;20170320;1.539;1.222;0.675
4097;20170321;1.533;1.217;0.67
4098;20170322;1.53;1.215;0.661
4099;20170323;1.523;1.209;0.663
4100;20170324;1.522;1.207;0.66
4101;20170325;1.522;1.203;0.665
4102;20170326;1.524;1.205;0.656
4103;20170327;1.525;1.207;0.655
4104;20170328;1.53;1.203;0.655
4105;20170329;1.529;1.197;0.646
4106;20170330;1.533;1.199;0.646
4107;20170331;1.541;1.204;0.649
4108;20170401;1.547;1.205;0.651
4109;20170402;1.549;1.206;0.638
4110;20170403;1.551;1.209;0.643
4111;20170404;1.56;1.215;0.645
4112;20170405;1.562;1.214;0.646
4113;20170406;1.567;1.222;0.644
4114;20170407;1.571;1.224;0.645
4115;20170408;1.577;1.228;0.637
4116;20170409;1.575;1.226;0.641
4117;20170410;1.581;1.232;0.641
4118;20170411;1.589;1.24;0.631
4119;20170412;1.591;1.243;0.63
4120;20170413;1.595;1.249;0.631
4121;20170414;1.599;1.253;0.632
4122;20170415;1.597;1.25;0.628
4123;20170416;1.597;1.247;0.636
4124;20170417;1.6;1.252;0.63
4125;20170418;1.6;1.253;0.629
4126;20170419;1.6;1.252;0.632
4127;20170420;1.596;1.253;0.631
4128;20170421;1.597;1.253;0.631
4129;20170422;1.592;1.246;0.632
4130;20170423;1.593;1.247;0.625
4131;20170424;1.595;1.249;0.634
4132;20170425;1.586;1.242;0.62
4133;20170426;1.576;1.231;0.616
4134;20170427;1.565;1.22;0.616
4135;20170428;1.566;1.219;0.608
4136;20170429;1.56;1.212;0.607
4137;20170430;1.558;1.208;0.608
4138;20170501;1.562;1.214;0.608
4139;20170502;1.555;1.206;0.604
4140;20170503;1.55;1.198;0.596
4141;20170504;1.543;1.193;0.596
4142;20170505;1.542;1.189;0.592
4143;20170506;1.533;1.179;0.587
4144;20170507;1.535;1.18;0.577
4145;20170508;1.535;1.182;0.584
4146;20170509;1.533;1.179;0.59
4147;20170510;1.531;1.178;0.584
4148;20170511;1.531;1.177;0.584
4149;20170512;1.535;1.185;0.578
4150;20170513;1.535;1.183;0.581
4151;20170514;1.534;1.181;0.583
4152;20170515;1.538;1.187;0.589
4153;20170516;1.542;1.191;0.586
4154;20170517;1.543;1.188;0.583
4155;20170518;1.541;1.188;0.583
4156;20170519;1.543;1.189;0.58
4157;20170520;1.54;1.19;0.582
4158;20170521;1.542;1.191;0.583
4159;20170522;1.542;1.194;0.584
4160;20170523;1.541;1.191;0.587
4161;20170524;1.545;1.196;0.583
4162;20170525;1.548;1.2;0.581
4163;20170526;1.549;1.202;0.578
4164;20170527;1.544;1.196;0.585
4165;20170528;1.543;1.193;0.581
4166;20170529;1.546;1.199;0.588
4167;20170530;1.543;1.197;0.586
4168;20170531;1.541;1.195;0.585
4169;20170601;1.54;1.191;0.584
4170;20170602;1.541;1.188;0.592
4171;20170603;1.537;1.18;0.592
4172;20170604;1.538;1.181;0.585
4173;20170605;1.539;1.181;0.587
4174;20170606;1.539;1.183;0.584
4175;20170607;1.532;1.175;0.588
4176;20170608;1.531;1.171;0.583
4177;20170609;1.528;1.167;0.581
4178;20170610;1.524;1.16;0.586
4179;20170611;1.522;1.158;0.579
4180;20170612;1.526;1.164;0.582
4181;20170613;1.525;1.162;0.58
4182;20170614;1.524;1.159;0.584
4183;20170615;1.522;1.16;0.584
4184;20170616;1.524;1.161;0.589
4185;20170617;1.519;1.157;0.578
4186;20170618;1.522;1.16;0.578
4187;20170619;1.521;1.162;0.584
4188;20170620;1.521;1.162;0.584
4189;20170621;1.517;1.156;0.576
4190;20170622;1.508;1.151;0.574
4191;20170623;1.505;1.147;0.579
4192;20170624;1.5;1.141;0.575
4193;20170625;1.499;1.139;0.577
4194;20170626;1.503;1.146;0.573
4195;20170627;1.503;1.144;0.576
4196;20170628;1.501;1.142;0.568
4197;20170629;1.5;1.145;0.571
4198;20170630;1.504;1.152;0.568
4199;20170701;1.501;1.15;0.57
4200;20170702;1.503;1.153;0.571
4201;20170703;1.505;1.155;0.569
4202;20170704;1.509;1.16;0.57
4203;20170705;1.511;1.165;0.567
4204;20170706;1.511;1.167;0.57
4205;20170707;1.513;1.169;0.565
4206;20170708;1.509;1.162;0.566
4207;20170709;1.508;1.16;0.561
4208;20170710;1.512;1.165;0.562
4209;20170711;1.509;1.161;0.56
4210;20170712;1.504;1.156;0.558
4211;20170713;1.501;1.16;0.562
4212;20170714;1.506;1.164;0.559
4213;20170715;1.503;1.165;0.554
4214;20170716;1.503;1.163;0.554
4215;20170717;1.506;1.17;0.562
4216;20170718;1.511;1.173;0.556
4217;20170719;1.511;1.172;0.552
4218;20170720;1.511;1.172;0.558
4219;20170721;1.519;1.182;0.557
4220;20170722;1.518;1.179;0.559
4221;20170723;1.52;1.182;0.555
4222;20170724;1.522;1.184;0.555
4223;20170725;1.522;1.183;0.557
4224;20170726;1.516;1.177;0.565
4225;20170727;1.513;1.175;0.561
4226;20170728;1.515;1.182;0.565
4227;20170729;1.518;1.182;0.568
4228;20170730;1.519;1.181;0.558
4229;20170731;1.522;1.187;0.558
4230;20170801;1.529;1.192;0.567
4231;20170802;1.531;1.192;0.574
4232;20170803;1.529;1.192;0.567
4233;20170804;1.531;1.194;0.57
4234;20170805;1.528;1.19;0.572
4235;20170806;1.53;1.191;0.571
4236;20170807;1.53;1.195;0.57
4237;20170808;1.532;1.194;0.58
4238;20170809;1.531;1.193;0.584
4239;20170810;1.53;1.192;0.581
4240;20170811;1.533;1.198;0.585
4241;20170812;1.531;1.197;0.582
4242;20170813;1.533;1.198;0.588
4243;20170814;1.534;1.2;0.591
4244;20170815;1.533;1.198;0.585
4245;20170816;1.527;1.191;0.585
4246;20170817;1.523;1.187;0.589
4247;20170818;1.523;1.186;0.586
4248;20170819;1.519;1.18;0.593
4249;20170820;1.521;1.182;0.595
4250;20170821;1.522;1.185;0.589
4251;20170822;1.524;1.185;0.591
4252;20170823;1.524;1.183;0.588
4253;20170824;1.523;1.184;0.593
4254;20170825;1.531;1.191;0.597
4255;20170826;1.535;1.191;0.6
4256;20170827;1.534;1.189;0.597
4257;20170828;1.538;1.195;0.597
4258;20170829;1.541;1.196;0.596
4259;20170830;1.539;1.194;0.6
4260;20170831;1.539;1.194;0.6
4261;20170901;1.551;1.196;0.598
4262;20170902;1.559;1.197;0.611
4263;20170903;1.559;1.195;0.603
4264;20170904;1.565;1.202;0.611
4265;20170905;1.567;1.204;0.608
4266;20170906;1.564;1.203;0.609
4267;20170907;1.568;1.208;0.613
4268;20170908;1.577;1.219;0.614
4269;20170909;1.576;1.217;0.623
4270;20170910;1.578;1.22;0.61
4271;20170911;1.58;1.222;0.612
4272;20170912;1.578;1.222;0.616
4273;20170913;1.57;1.217;0.617
4274;20170914;1.564;1.215;0.619
4275;20170915;1.565;1.221;0.621
4276;20170916;1.559;1.22;0.624
4277;20170917;1.558;1.218;0.63
4278;20170918;1.562;1.224;0.625
4279;20170919;1.56;1.224;0.625
4280;20170920;1.557;1.221;0.635
4281;20170921;1.554;1.222;0.626
4282;20170922;1.555;1.23;0.632
4283;20170923;1.551;1.23;0.625
4284;20170924;1.553;1.231;0.631
4285;20170925;1.554;1.234;0.636
4286;20170926;1.544;1.234;0.632
4287;20170927;1.546;1.24;0.651
4288;20170928;1.544;1.246;0.644
4289;20170929;1.544;1.251;0.647
4290;20170930;1.539;1.247;0.649
4291;20171001;1.538;1.246;0.647
4292;20171002;1.541;1.251;0.648
4293;20171003;1.538;1.247;0.648
4294;20171004;1.534;1.243;0.656
4295;20171005;1.525;1.237;0.655
4296;20171006;1.526;1.237;0.655
4297;20171007;1.527;1.231;0.66
4298;20171008;1.526;1.23;0.649
4299;20171009;1.532;1.236;0.656
4300;20171010;1.528;1.233;0.649
4301;20171011;1.524;1.23;0.651
4302;20171012;1.522;1.23;0.65
4303;20171013;1.526;1.229;0.648
4304;20171014;1.522;1.223;0.653
4305;20171015;1.523;1.225;0.649
4306;20171016;1.525;1.227;0.65
4307;20171017;1.531;1.236;0.65
4308;20171018;1.53;1.24;0.652
4309;20171019;1.529;1.24;0.647
4310;20171020;1.532;1.24;0.656
4311;20171021;1.529;1.237;0.653
4312;20171022;1.528;1.236;0.65
4313;20171023;1.533;1.241;0.65
4314;20171024;1.534;1.241;0.651
4315;20171025;1.534;1.237;0.645
4316;20171026;1.534;1.236;0.65
4317;20171027;1.542;1.237;0.654
4318;20171028;1.546;1.24;0.652
4319;20171029;1.545;1.239;0.655
4320;20171030;1.551;1.245;0.65
4321;20171031;1.557;1.25;0.661
4322;20171101;1.557;1.253;0.662
4323;20171102;1.562;1.258;0.664
4324;20171103;1.57;1.261;0.667
4325;20171104;1.576;1.259;0.67
4326;20171105;1.578;1.261;0.668
4327;20171106;1.581;1.264;0.663
4328;20171107;1.59;1.265;0.678
4329;20171108;1.597;1.27;0.679
4330;20171109;1.598;1.272;0.68
4331;20171110;1.601;1.274;0.681
4332;20171111;1.6;1.27;0.686
4333;20171112;1.601;1.269;0.682
4334;20171113;1.605;1.275;0.686
4335;20171114;1.606;1.275;0.686
4336;20171115;1.604;1.272;0.684
4337;20171116;1.597;1.267;0.686
4338;20171117;1.596;1.268;0.681
4339;20171118;1.588;1.26;0.693
4340;20171119;1.59;1.262;0.684
4341;20171120;1.591;1.264;0.69
4342;20171121;1.586;1.262;0.685
4343;20171122;1.583;1.259;0.69
4344;20171123;1.578;1.258;0.691
4345;20171124;1.577;1.258;0.69
4346;20171125;1.573;1.256;0.69
4347;20171126;1.572;1.254;0.681
4348;20171127;1.577;1.261;0.689
4349;20171128;1.573;1.262;0.689
4350;20171129;1.567;1.259;0.693
4351;20171130;1.564;1.259;0.692
4352;20171201;1.566;1.262;0.688
4353;20171202;1.563;1.254;0.699
4354;20171203;1.565;1.256;0.693
4355;20171204;1.566;1.259;0.69
4356;20171205;1.565;1.258;0.693
4357;20171206;1.56;1.251;0.688
4358;20171207;1.555;1.248;0.689
4359;20171208;1.554;1.247;0.691
4360;20171209;1.551;1.246;0.689
4361;20171210;1.554;1.249;0.69
4362;20171211;1.555;1.251;0.693
4363;20171212;1.557;1.26;0.691
4364;20171213;1.563;1.266;0.685
4365;20171214;1.563;1.27;0.689
4366;20171215;1.564;1.271;0.691
4367;20171216;1.561;1.267;0.691
4368;20171217;1.56;1.266;0.692
4369;20171218;1.565;1.272;0.688
4370;20171219;1.565;1.271;0.689
4371;20171220;1.563;1.269;0.684
4372;20171221;1.561;1.269;0.691
4373;20171222;1.565;1.272;0.688
4374;20171223;1.563;1.266;0.686
4375;20171224;1.564;1.267;0.692
4376;20171225;1.567;1.27;0.694
4377;20171226;1.567;1.269;0.686
4378;20171227;1.564;1.266;0.693
4379;20171228;1.569;1.272;0.691
4380;20171229;1.574;1.277;0.695
4381;20171230;1.572;1.278;0.697
4382;20171231;1.573;1.28;0.698
4383;20180101;1.576;1.283;0.69
4384;20180102;1.576;1.284;0.702
4385;20180103;1.578;1.286;0.696
4386;20180104;1.576;1.289;0.697
4387;20180105;1.58;1.293;0.688
4388;20180106;1.578;1.289;0.695
4389;20180107;1.58;1.291;0.692
4390;20180108;1.581;1.294;0.693
4391;20180109;1.583;1.294;0.694
4392;20180110;1.584;1.293;0.692
4393;20180111;1.59;1.3;0.698
4394;20180112;1.598;1.302;0.699
4395;20180113;1.596;1.297;0.7
4396;20180114;1.598;1.299;0.7
4397;20180115;1.6;1.301;0.698
4398;20180116;1.599;1.302;0.698
4399;20180117;1.593;1.297;0.695
4400;20180118;1.589;1.293;0.698
4401;20180119;1.59;1.294;0.695
4402;20180120;1.587;1.287;0.703
4403;20180121;1.589;1.288;0.696
4404;20180122;1.59;1.29;0.696
4405;20180123;1.586;1.283;0.702
4406;20180124;1.589;1.289;0.698
4407;20180125;1.593;1.29;0.695
4408;20180126;1.6;1.293;0.699
4409;20180127;1.598;1.29;0.695
4410;20180128;1.597;1.29;0.688
4411;20180129;1.602;1.295;0.698
4412;20180130;1.601;1.296;0.694
4413;20180131;1.598;1.29;0.692
4414;20180201;1.592;1.286;0.688
4415;20180202;1.595;1.286;0.69
4416;20180203;1.594;1.279;0.697
4417;20180204;1.596;1.281;0.681
4418;20180205;1.597;1.283;0.688
4419;20180206;1.596;1.28;0.684
4420;20180207;1.59;1.274;0.679
4421;20180208;1.583;1.268;0.679
4422;20180209;1.579;1.262;0.672
4423;20180210;1.57;1.252;0.676
4424;20180211;1.571;1.253;0.669
4425;20180212;1.572;1.254;0.674
4426;20180213;1.567;1.249;0.673
4427;20180214;1.557;1.239;0.662
4428;20180215;1.549;1.232;0.659
4429;20180216;1.55;1.233;0.66
4430;20180217;1.546;1.23;0.663
4431;20180218;1.548;1.23;0.653
4432;20180219;1.548;1.232;0.652
4433;20180220;1.549;1.235;0.665
4434;20180221;1.55;1.235;0.659
4435;20180222;1.55;1.236;0.655
4436;20180223;1.551;1.243;0.658
4437;20180224;1.55;1.245;0.653
4438;20180225;1.549;1.244;0.646
4439;20180226;1.554;1.25;0.647
4440;20180227;1.553;1.257;0.649
4441;20180228;1.555;1.261;0.652
4442;20180301;1.559;1.262;0.65
4443;20180302;1.56;1.26;0.653
4444;20180303;1.553;1.252;0.658
4445;20180304;1.554;1.253;0.644
4446;20180305;1.555;1.256;0.65
4447;20180306;1.55;1.253;0.653
4448;20180307;1.545;1.25;0.645
4449;20180308;1.54;1.248;0.65
4450;20180309;1.537;1.246;0.649
4451;20180310;1.531;1.24;0.663
4452;20180311;1.533;1.241;0.639
4453;20180312;1.534;1.244;0.654
4454;20180313;1.534;1.245;0.652
4455;20180314;1.531;1.242;0.648
4456;20180315;1.528;1.241;0.652
4457;20180316;1.53;1.248;0.648
4458;20180317;1.528;1.246;0.65
4459;20180318;1.531;1.249;0.651
4460;20180319;1.531;1.251;0.653
4461;20180320;1.538;1.257;0.656
4462;20180321;1.538;1.264;0.658
4463;20180322;1.543;1.273;0.656
4464;20180323;1.549;1.28;0.658
4465;20180324;1.546;1.275;0.659
4466;20180325;1.546;1.275;0.656
4467;20180326;1.55;1.28;0.663
4468;20180327;1.555;1.286;0.656
4469;20180328;1.558;1.287;0.654
4470;20180329;1.562;1.288;0.66
4471;20180330;1.573;1.288;0.659
4472;20180331;1.576;1.285;0.666
4473;20180401;1.582;1.288;0.663
4474;20180402;1.582;1.289;0.658
4475;20180403;1.583;1.29;0.665
4476;20180404;1.587;1.288;0.654
4477;20180405;1.586;1.284;0.66
